,deg,slope,intercept,median
0,0,-75.42857142857146,87.71428571428571,0.3332628756088422
1,1,-64.57142857142856,82.28571428571425,0.3628683589151095
2,2,82.43609022556392,8.781954887218047,0.6748854200399996
3,3,83.69924812030075,8.150375939849637,0.6765038238502865
4,4,109.50375939849623,-4.751879699248089,0.7327975075254147
5,5,104.81203007518796,-2.406015037593969,0.7287862499790715
6,6,109.83458646616539,-4.917293233082703,0.7344535321222764
7,7,126.97744360902253,-13.488721804511265,0.7804096128992002
8,8,123.99999999999999,-11.999999999999977,0.7631156707292832
9,9,137.26315789473682,-18.63157894736839,0.803197606546471
10,10,137.984962406015,-18.9924812030075,0.7911390639226006
11,11,134.49624060150376,-17.248120300751864,0.7860294981857243
12,12,137.92481203007517,-18.962406015037583,0.78914631129072
13,13,135.78947368421052,-17.894736842105235,0.7944024441673825
14,14,144.4812030075188,-22.240601503759382,0.7958809117332623
