,deg,slope,intercept,median
0,0,-285.7142857142863,192.85714285714315,1.9707877355528352e-11
1,1,-285.7142857142863,192.85714285714315,2.334566923678127e-11
2,2,-189.83458646616552,144.91729323308275,0.15373920123362428
3,3,-190.73684210526326,145.36842105263156,0.1396912285958808
4,4,-15.849624060150385,57.92481203007519,0.45150723033377477
5,5,4.150375939849632,47.92481203007518,0.5212329551703523
6,6,33.56390977443609,33.218045112781944,0.5726172385639146
7,7,32.24060150375938,33.879699248120296,0.5710626143366746
8,8,29.383458646616546,35.308270676691734,0.5802505885788838
9,9,36.300751879699256,31.849624060150376,0.567466163326856
10,10,60.300751879699234,19.84962406015038,0.6273863706970725
11,11,62.406015037593974,18.79699248120301,0.6353845372779559
12,12,61.14285714285714,19.428571428571427,0.6348998468049343
13,13,67.21804511278195,16.39097744360902,0.6399327853882699
14,14,91.42857142857142,4.28571428571429,0.6975089473552218
